provincia,departamento,sector,ambito,Localizacion,ElectricidadSi,ElectricidadRedpública,ElectricidadGrupoelectrógeno,ElectricidadPanelfotovoltaicosolar,ElectricidadGeneradoreólico,ElectricidadGeneradorhidráulico,ElectricidadOtro,EquipamientoEstablecimientoTelevisor,EquipamientoEstablecimientoSistemamultimediaoCañón,EquipamientoEstablecimientoScanner,EquipamientoEstablecimientoWebcam,EquipamientoEstablecimientoReproductordeCD,EquipamientoEstablecimientoReproductordeDVD,EquipamientoEstablecimientoImpresora,EquipamientoEstablecimientoEquipoemisorderadioAMFM,EquipamientoEstablecimientoEquiporeceptorderadioAMFM,EquipamientoEstablecimientoServidorparausoescolar,EquipamientoEstablecimientoImpresora3D,EquipamientoEstablecimientoEquipodeSonido,EquipamientoEstablecimientoPizarrasdigitales,EquipamientoBibliotecaTelevisor,EquipamientoBibliotecaSistemamultimediaoCañón,EquipamientoBibliotecaScanner,EquipamientoBibliotecaEquipamientoBibliotecaWebcam,EquipamientoBibliotecaReproductordeCD,EquipamientoBibliotecaReproductordeDVD,EquipamientoBibliotecaImpresora,EquipamientoBibliotecaEquipoemisorderadioAMFM,EquipamientoBibliotecaEquiporeceptorderadioAMFM,EquipamientoBibliotecaServidorparausoescolar,InternetTipodeservicioGratuito,InternetTipodeservicioPago,InternetTipodeconexiónTelefónica,InternetTipodeconexiónADSL,InternetTipodeconexiónCableMódem,InternetTipodeconexiónSatelital,InternetTipodeconexiónOtroTipo,InternetTipodeconexiónMóvil,EspaciosconconexiónEneláreadeadministración,EspaciosconconexiónEnlasaulas,EspaciosconconexiónEnlabibliotecas,EspaciosconconexiónEnotroespaciodelestablecimiento,EspaciosconconexiónEnellaboratorio,CooperadoraConpersoneríajurídica,CooperadoraSinpersoneríajurídica,CooperadoraNo,SistemadeGestiónEscolarSi,SistemadeGestiónEscolarProvistoporelMinisterio,SistemadeGestiónEscolarDesarrolladoporterceros,SistemadeGestiónEscolarEncargadoporelEstablecimiento,SistemadeGestiónEscolarPlanilladeCalculo,DisponedesalaolaboratoriodeinformáticaSi,LaboratorioFuncionaesespacioexclusivoSi,BibliotecaDisponedealmenosunaSi,BibliotecaFuncionaesespacioexclusivoSi,SubvenciónEstatalJardínMaternalSi,SubvenciónEstatalJardíndeInfantesSi,SubvenciónEstatalPrimariaSi,SubvenciónEstatalSecundariaSi,SubvenciónEstatalSNUSi
Buenos Aires,ESCOBAR,Estatal,Urbano,110,105,105,,1,,,,71,79,39,14,46,53,86,30,,8,15,86,36,18,18,5,3,18,15,6,13,,2,67,9,27,11,32,6,12,5,75,46,38,26,22,59,30,16,49,42,1,1,5,29,18,84,60,,,,,
Buenos Aires,ESCOBAR,Privado,Urbano,107,97,96,7,1,,,1,67,83,63,61,76,57,90,47,,16,6,85,19,9,18,6,13,19,16,13,10,,2,3,90,26,11,55,9,8,15,93,69,39,57,43,1,,96,41,10,19,7,5,45,33,60,35,,13,13,15,
Buenos Aires,ESTEBAN ECHEVERRIA,Estatal,Urbano,129,129,129,,1,,,,113,111,46,20,72,79,112,64,,11,3,111,41,43,28,7,4,26,29,22,20,,3,93,14,23,8,65,10,14,9,104,68,58,38,21,93,19,17,71,62,1,1,7,33,19,116,90,,,,,
Buenos Aires,ESTEBAN ECHEVERRIA,Privado,Urbano,78,71,71,7,2,,,,61,59,44,48,66,57,68,40,,21,11,69,9,9,5,3,7,10,8,5,8,,2,,70,24,10,50,5,4,9,70,44,12,45,47,,,71,45,17,13,14,1,54,47,32,22,2,21,17,15,
Buenos Aires,EXALTACION DE LA CRUZ,Estatal,Rural,20,20,20,,,,,,17,15,8,4,13,11,17,10,,,1,19,6,3,2,1,1,4,4,2,1,,,15,2,2,2,11,2,1,,16,10,7,7,1,13,3,4,9,5,,,4,3,2,13,8,,,,,
Buenos Aires,EXALTACION DE LA CRUZ,Estatal,Urbano,23,23,23,,,,,,15,18,12,4,10,11,19,8,,2,1,18,7,7,8,2,2,5,3,3,4,,1,21,1,7,2,14,1,,1,20,8,3,3,3,14,6,3,13,9,,,4,6,3,16,11,,,,,
Buenos Aires,EXALTACION DE LA CRUZ,Privado,Urbano,10,6,6,2,,,,,6,6,5,4,6,5,6,3,,3,,6,,1,1,1,1,1,1,1,1,,1,,6,2,,6,1,,,6,6,2,6,5,2,,4,4,1,1,2,,5,4,2,2,,2,2,2,
Buenos Aires,EZEIZA,Estatal,Urbano,85,83,83,,1,,,,60,58,18,14,41,36,61,34,,8,2,65,34,18,16,3,4,10,12,12,12,,1,60,,13,2,26,7,14,8,58,37,21,25,8,51,15,17,52,43,2,2,5,16,9,61,48,,,,,
Buenos Aires,EZEIZA,Privado,Urbano,53,50,49,10,,,,1,42,39,31,33,38,31,48,31,,14,4,48,8,8,5,2,5,9,5,6,6,,2,1,48,26,6,26,9,5,7,48,36,16,31,21,,,50,24,15,7,1,1,23,18,26,16,,8,5,9,1
Buenos Aires,FLORENCIO VARELA,Estatal,Rural,5,5,5,,,,,,4,5,2,1,2,3,5,1,,,1,5,,2,1,,,1,1,1,,,,2,,,,,2,,,2,1,1,,1,1,3,1,2,2,,,,2,1,5,4,,,,,
Buenos Aires,FLORENCIO VARELA,Estatal,Urbano,198,192,191,,,,,1,152,126,58,21,88,106,147,71,,9,7,151,36,58,42,8,9,30,42,16,19,,,142,3,24,9,73,18,20,18,140,104,78,54,29,68,41,83,70,60,1,,9,48,32,168,126,,,,,
Buenos Aires,FLORENCIO VARELA,Privado,Urbano,90,88,88,7,,,,,76,58,40,45,63,57,79,47,,19,1,80,4,20,5,3,2,16,14,5,9,,3,,84,34,5,49,15,7,14,83,45,23,43,40,,,88,29,13,3,7,6,42,35,46,29,1,29,27,27,2
Buenos Aires,FLORENTINO AMEGHINO,Estatal,Rural,8,8,8,,,,,,7,6,4,1,4,3,8,2,,1,2,5,1,1,1,,,1,1,1,1,,,3,2,,1,1,2,,1,4,2,,2,,6,2,,4,3,,,1,,,6,2,,,,,
Buenos Aires,FLORENTINO AMEGHINO,Estatal,Urbano,13,13,13,,,,,,12,10,2,,3,5,11,5,,,,10,2,3,1,,,,1,1,,,,8,3,2,,5,1,4,1,11,7,6,6,2,9,,4,6,6,,,,7,4,10,6,,,,,
Buenos Aires,GENERAL ALVARADO,Estatal,Rural,13,13,13,,,,,,13,8,8,3,6,7,13,8,,,1,7,3,3,3,1,1,1,1,2,3,,,5,1,2,,2,2,,,6,2,2,2,2,4,7,2,6,5,,1,,4,1,12,5,,,,,
Buenos Aires,GENERAL ALVARADO,Estatal,Urbano,31,31,31,,,,,,26,27,14,4,20,17,29,19,,1,3,22,6,7,3,,,3,6,2,1,,,3,14,3,3,5,2,4,1,17,6,7,8,3,20,10,1,15,14,1,,,13,6,26,15,,,,,
Buenos Aires,GENERAL ALVARADO,Privado,Urbano,15,15,15,,,,,,12,13,12,11,12,12,15,10,,4,,14,,2,3,2,4,4,2,3,2,,,,15,6,2,3,2,3,1,15,10,5,8,5,,1,14,7,6,,,1,5,5,11,6,1,5,6,5,
Buenos Aires,GENERAL ALVEAR,Estatal,Rural,27,27,25,1,3,,,,22,21,11,5,15,17,24,11,,,1,10,12,3,3,,,3,3,1,,,,3,1,,,3,1,,,2,3,1,2,1,16,5,6,8,6,1,,1,5,1,13,2,,,,,
Buenos Aires,GENERAL ALVEAR,Estatal,Urbano,19,19,18,,1,,,,8,12,3,2,6,8,10,5,,,1,12,6,5,4,1,1,3,6,2,1,,,5,7,,,8,2,2,1,11,7,4,7,2,7,4,8,12,9,2,,1,3,2,14,9,,,,,
Buenos Aires,GENERAL ARENALES,Estatal,Rural,7,7,7,,,,,,6,3,,,2,4,4,2,,,,6,1,,,,,,,,,,,4,2,,,2,4,,,6,4,1,2,,3,1,3,2,2,,,,1,,4,1,,,,,
Buenos Aires,GENERAL ARENALES,Estatal,Urbano,18,18,18,,,,,,17,15,3,1,16,13,17,9,,,1,14,6,6,3,,,5,6,2,1,,,15,3,1,4,10,,4,1,18,10,7,12,4,8,10,,12,10,,1,1,6,5,14,12,,,,,
Buenos Aires,GENERAL ARENALES,Privado,Urbano,8,8,8,,,,,,7,5,2,3,5,4,8,5,,2,,5,1,,,,,1,,2,2,,,5,3,1,,6,2,,,7,3,2,3,4,,,8,1,1,,,,6,5,5,4,,3,2,3,
Buenos Aires,GENERAL BELGRANO,Estatal,Rural,19,19,18,,1,,,1,13,12,2,1,6,7,10,5,,1,1,10,6,3,4,,,1,2,2,2,,,3,4,,,3,5,1,,6,5,3,3,,9,3,7,5,5,,,,2,,7,4,,,,,
Buenos Aires,GENERAL BELGRANO,Estatal,Urbano,15,15,15,,,,,,13,11,3,,7,6,13,5,,,1,13,5,3,2,,,4,3,1,2,,,2,7,,,6,2,1,,9,7,4,5,,9,3,3,4,4,,,,4,1,14,7,,,,,
Buenos Aires,GENERAL GUIDO,Estatal,Rural,21,19,15,4,1,,,,12,16,7,5,5,5,16,3,,2,1,9,3,1,1,,1,,1,1,,,1,4,5,,,2,6,1,,9,8,4,5,2,14,3,4,3,2,,,1,6,1,10,5,,,,,
Buenos Aires,GENERAL JUAN MADARIAGA,Estatal,Rural,18,18,15,1,2,,,,14,11,8,2,8,11,15,7,,,,8,2,2,2,1,1,1,1,1,1,,,4,,1,,1,1,1,,3,2,,,,11,2,5,7,7,,,,5,,7,2,,,,,
Buenos Aires,GENERAL JUAN MADARIAGA,Estatal,Urbano,34,34,34,,,,,,23,24,13,2,16,18,26,15,,1,1,21,11,6,5,2,,4,6,6,3,,,23,2,8,3,8,5,11,1,23,16,14,11,6,20,7,7,17,16,,,1,6,3,23,17,,,,,
Buenos Aires,GENERAL JUAN MADARIAGA,Privado,Urbano,5,5,5,,,,,,3,4,4,4,3,3,4,4,,,,4,,,3,,1,2,,,3,,,,5,5,,2,,,3,5,4,4,3,2,,,5,1,1,,,,2,,4,2,,,1,1,
Buenos Aires,GENERAL LA MADRID,Estatal,Rural,20,20,16,,4,,,,15,16,11,3,10,10,16,7,,5,,16,9,7,9,5,1,5,7,6,3,,2,10,4,1,,3,7,4,1,11,10,7,6,1,9,8,3,5,4,,,1,2,,15,4,,,,,
Buenos Aires,GENERAL LA MADRID,Estatal,Urbano,17,17,16,,1,,,,11,13,3,1,8,7,12,6,,2,2,12,8,5,8,1,1,5,4,3,3,,,3,10,,,8,4,1,2,12,8,9,6,2,5,7,5,6,5,,1,,2,2,13,9,,,,,
Buenos Aires,GENERAL LAS HERAS,Estatal,Rural,20,20,20,,,,,,15,15,7,4,12,8,17,7,,5,,16,8,2,3,1,,2,2,3,1,,1,15,4,1,,4,13,1,,13,17,,6,,11,4,5,5,5,,,,7,1,9,2,,,,,
Buenos Aires,GENERAL LAS HERAS,Estatal,Urbano,13,13,12,1,,,,,8,8,4,4,8,5,8,4,,2,1,8,3,4,,,,3,1,,1,,,9,2,1,,8,4,,,9,8,4,6,4,5,3,5,7,7,,,,4,1,9,6,,,,,
Buenos Aires,GENERAL LAVALLE,Estatal,Rural,17,16,9,2,7,,,,11,8,7,4,8,6,10,6,,1,,8,2,5,6,5,3,4,5,7,4,,,6,,,1,2,1,2,,6,1,1,1,1,6,3,7,7,7,,,,2,1,11,3,,,,,
Buenos Aires,GENERAL PAZ,Estatal,Rural,29,29,29,,,,,,22,21,14,3,10,9,24,13,,8,,20,14,3,5,1,,2,2,4,3,,2,21,1,2,,7,10,2,1,13,20,1,4,,19,5,5,7,7,,,,4,,12,8,,,,,
Buenos Aires,GENERAL PAZ,Estatal,Urbano,14,14,14,,,,,,9,8,5,4,6,3,11,6,,2,1,9,5,4,3,,1,3,3,1,2,,,5,7,1,3,4,5,1,1,8,7,2,4,1,7,2,5,6,4,1,,1,1,,9,7,,,,,
Buenos Aires,GENERAL PINTO,Estatal,Rural,18,18,16,,1,,,1,12,14,3,1,7,6,14,6,,4,,10,10,3,4,1,,1,1,1,1,,,4,7,2,1,4,3,1,,9,6,3,5,1,8,3,7,2,2,,,,4,3,8,7,,,,,
Buenos Aires,GENERAL PINTO,Estatal,Urbano,11,11,11,,,,,,10,10,3,1,3,4,11,3,,2,1,8,3,1,,,,1,1,4,2,,,,10,1,1,5,1,1,1,10,3,,1,1,7,3,1,4,3,1,,,4,3,9,6,,,,,
Buenos Aires,GENERAL PUEYRREDON,Estatal,Rural,33,32,31,1,,,,,24,22,11,3,16,17,28,13,,5,1,28,9,5,5,1,2,5,5,1,2,,1,9,6,6,,8,4,,1,15,7,4,4,2,18,7,7,12,9,2,,1,10,3,22,11,,,,,
Buenos Aires,GENERAL PUEYRREDON,Estatal,Urbano,267,262,262,,1,,,,227,182,104,44,167,175,243,165,,34,7,218,39,101,61,10,12,54,69,32,44,,13,203,18,42,29,100,23,47,19,216,135,104,84,41,152,49,61,119,100,7,4,8,63,36,224,156,,,,,
Buenos Aires,GENERAL PUEYRREDON,Privado,Urbano,239,238,238,4,,,,,227,195,162,149,201,188,233,163,,58,10,227,43,59,49,31,40,67,58,63,46,,13,1,232,73,40,152,6,13,35,232,189,103,160,125,1,,237,130,69,29,24,8,126,99,141,95,17,63,53,49,2
Buenos Aires,GENERAL RODRIGUEZ,Estatal,Rural,10,9,9,,,,,,7,6,4,,1,4,6,2,,1,,7,2,2,2,1,,,,2,,,,6,,1,,2,3,,1,6,4,1,1,,7,,2,4,3,,,1,1,,6,2,,,,,
Buenos Aires,GENERAL RODRIGUEZ,Estatal,Urbano,66,58,58,1,1,,,,39,46,19,4,20,27,43,15,,4,2,42,16,14,12,2,,6,8,5,5,,1,39,2,2,1,20,13,12,2,40,23,13,10,3,23,17,18,24,21,,,3,10,3,42,31,,,,,
Buenos Aires,GENERAL RODRIGUEZ,Privado,Urbano,27,25,25,1,,,,,20,21,19,15,19,12,24,9,,3,,23,2,3,4,1,2,6,5,2,3,,,,24,4,,18,1,3,2,24,22,7,9,8,1,,24,13,5,4,2,2,11,9,10,9,,5,7,6,
Buenos Aires,GENERAL SAN MARTIN,Estatal,Urbano,177,164,164,,,,,,132,146,111,65,103,102,156,60,,35,17,145,64,48,40,10,8,33,30,23,13,,5,133,12,23,10,111,8,17,11,143,105,75,71,44,64,58,42,97,84,8,1,4,59,37,138,102,,,,,
Buenos Aires,GENERAL SAN MARTIN,Privado,Urbano,121,121,121,,,,,,109,109,87,84,99,95,120,60,,23,15,115,18,19,18,14,13,23,21,25,2,,1,1,119,19,28,80,1,8,12,118,84,44,75,92,,,121,51,18,22,9,2,93,74,78,54,12,39,32,35,5
Buenos Aires,GENERAL VIAMONTE,Estatal,Rural,21,21,21,,,,,,15,14,8,3,12,8,19,9,,5,1,13,7,1,4,1,1,3,2,2,1,,1,7,3,,,1,6,3,2,8,8,3,2,3,11,7,3,7,5,,1,1,2,1,13,7,,,,,
Buenos Aires,GENERAL VIAMONTE,Estatal,Urbano,16,16,16,,,,,,15,12,5,3,11,13,13,8,,2,2,14,8,6,3,,1,2,4,4,,,,9,5,,,10,2,2,1,13,6,7,4,4,10,3,3,6,5,,,1,7,4,14,12,,,,,
Buenos Aires,GENERAL VILLEGAS,Estatal,Rural,50,50,50,1,,,,,33,33,23,10,26,22,39,20,,3,1,28,8,14,9,4,6,8,9,9,1,,2,22,10,7,1,16,5,6,,29,21,16,14,9,23,18,9,26,19,3,1,3,15,8,30,20,,,,,
Buenos Aires,GENERAL VILLEGAS,Estatal,Urbano,26,26,26,,,,,,20,22,14,5,11,10,20,16,,5,2,18,7,10,11,3,3,5,5,7,8,,2,17,3,4,2,11,4,1,2,18,14,11,8,6,8,10,8,17,17,,,,9,6,21,17,,,,,
Buenos Aires,GUAMINI,Estatal,Rural,26,24,21,1,1,,,1,20,16,9,2,13,13,18,9,,7,1,14,6,4,3,3,2,4,4,3,2,,1,12,5,3,1,5,9,1,1,13,14,4,5,2,11,7,8,7,6,,,1,3,2,16,5,,,,,
Buenos Aires,GUAMINI,Estatal,Urbano,16,16,16,,,,,,13,9,6,3,12,11,11,10,,1,2,13,3,9,4,,,4,5,2,3,,,8,6,,2,4,6,3,1,12,4,5,5,3,5,8,3,6,5,,,1,3,1,13,9,,,,,
Buenos Aires,HIPOLITO YRIGOYEN,Estatal,Rural,7,7,7,,,,,,6,4,3,3,3,2,5,3,,,1,3,1,,1,1,1,1,1,1,1,,,3,,1,,1,2,,,3,3,,,,4,1,2,,,,,,3,2,5,2,,,,,
Buenos Aires,HIPOLITO YRIGOYEN,Estatal,Urbano,8,8,8,,,,,,7,7,4,1,5,4,7,4,,1,1,7,5,,1,,,,1,,,,,,7,,1,4,,2,,7,5,4,4,3,2,5,1,5,5,,,,5,2,7,5,,,,,
Buenos Aires,HURLINGHAM,Estatal,Urbano,92,89,89,,,,,,79,67,46,19,55,54,80,43,,23,5,71,35,34,23,6,2,19,27,6,9,,8,75,7,11,7,58,6,8,13,81,54,41,32,21,44,23,22,56,45,1,,10,33,19,71,54,,,,,
Buenos Aires,HURLINGHAM,Privado,Urbano,50,50,50,2,,,,,36,40,34,35,40,39,45,30,,13,4,48,8,8,12,9,16,18,13,16,12,,3,,48,21,9,28,1,6,7,48,41,30,36,34,,,50,34,11,16,6,1,34,30,36,25,1,9,9,11,2
Buenos Aires,ITUZAINGO,Estatal,Urbano,70,70,69,1,,,,2,60,60,27,9,46,47,64,30,,8,5,56,16,22,12,3,5,15,15,9,5,,4,53,8,12,9,35,4,6,6,58,27,24,17,10,38,18,14,38,36,1,,1,23,12,62,55,,,,,
Buenos Aires,ITUZAINGO,Privado,Urbano,71,69,69,8,,,,,59,54,46,44,56,53,67,35,,14,6,62,11,16,19,6,11,15,14,19,6,,1,2,67,20,10,51,2,6,7,69,57,31,53,44,1,,68,39,18,11,10,,46,42,52,38,5,19,19,21,4
Buenos Aires,JOSE C. PAZ,Estatal,Urbano,111,111,111,,,,,,73,77,31,9,32,40,83,24,,4,3,81,16,33,20,3,2,14,20,4,8,,3,68,8,5,4,53,8,7,5,72,52,36,25,7,40,36,35,42,33,3,1,5,13,6,88,70,,,,,
Buenos Aires,JOSE C. PAZ,Privado,Urbano,61,57,57,2,,,,,47,42,29,25,41,39,53,26,,8,,56,10,9,10,3,5,12,10,10,5,,,,54,24,10,25,4,5,9,54,23,15,25,28,1,,56,27,11,6,9,1,32,31,30,23,1,20,20,16,1
Buenos Aires,JUNIN,Estatal,Rural,26,26,26,,,,,,15,18,6,2,9,7,20,8,,1,,19,5,4,3,2,,2,2,5,1,,,8,10,1,2,12,4,1,,16,11,4,5,3,11,5,10,5,4,,,1,6,2,10,5,,,,,
Buenos Aires,JUNIN,Estatal,Urbano,73,72,72,,,,,,55,59,36,13,41,45,63,32,,9,7,60,25,15,11,2,3,9,12,8,7,,1,58,7,11,5,51,,5,6,63,43,29,23,13,28,19,26,27,21,,3,3,16,7,49,34,,,,,
Buenos Aires,JUNIN,Privado,Urbano,28,28,28,,,,,,23,22,20,17,22,19,28,16,,4,1,27,,6,9,4,6,8,5,9,5,,2,1,27,10,,18,,3,3,28,26,13,20,15,1,,27,15,7,4,4,,16,13,18,12,4,10,8,7,1
Buenos Aires,LA COSTA,Estatal,Urbano,52,52,52,,,,,,38,48,28,8,28,21,47,20,,6,3,42,14,20,13,4,2,10,11,8,1,,2,40,6,13,4,35,1,1,2,45,19,22,15,6,33,12,7,26,17,3,1,5,13,5,46,37,,,,,
Buenos Aires,LA COSTA,Privado,Urbano,20,19,19,,,,,,17,15,14,7,16,13,16,6,,3,,18,1,5,3,2,2,3,1,3,3,,2,2,16,6,2,9,,2,4,17,14,8,11,8,,,19,10,7,2,1,,8,7,10,8,,6,6,4,
Buenos Aires,LA MATANZA,Estatal,Urbano,608,571,571,,,,,1,382,477,196,93,261,289,468,205,,73,28,443,102,152,127,21,10,80,97,64,60,,15,435,35,111,25,243,31,76,56,452,302,236,164,109,304,150,122,225,187,7,3,28,170,114,501,398,,,,,
Buenos Aires,LA MATANZA,Privado,Urbano,368,363,362,11,,,,1,298,298,224,226,293,277,348,186,,82,15,348,50,59,50,21,37,61,65,50,27,,14,3,350,137,43,208,17,18,66,350,228,96,200,218,10,1,354,182,102,50,25,5,236,200,193,119,21,132,111,110,7
Buenos Aires,LA PLATA,Estatal,Rural,6,6,6,,1,,,,4,5,2,,3,2,5,2,,,,6,1,,1,,,,,,,,,1,1,,,1,1,,,2,1,,,,4,2,,1,1,,,,1,,4,2,,,,,
Buenos Aires,LA PLATA,Estatal,Urbano,349,322,321,,1,,,1,236,241,127,39,172,174,264,148,,42,25,231,88,81,62,17,8,46,67,52,40,,12,229,34,37,6,174,18,44,26,253,156,121,85,44,167,71,85,125,112,4,3,6,80,49,284,189,,,,,
Buenos Aires,LA PLATA,Privado,Urbano,307,296,296,11,2,,,1,211,241,178,184,215,172,287,186,,29,12,274,38,28,44,17,28,53,38,42,36,,1,2,289,77,18,211,24,13,38,290,221,121,179,94,6,3,287,132,84,19,25,4,91,72,162,123,2,68,61,65,8
Buenos Aires,LANUS,Estatal,Urbano,212,201,201,,1,,,1,162,150,70,27,111,114,174,81,,24,11,151,48,63,51,10,4,38,39,17,21,,4,163,17,26,14,95,9,30,36,175,113,78,65,33,95,54,52,78,70,,1,7,46,31,152,109,,,,,
Buenos Aires,LANUS,Privado,Urbano,151,144,144,7,,,,,111,122,95,99,113,98,140,84,,29,9,136,40,23,15,8,17,26,24,23,13,,5,1,142,49,13,91,13,7,27,143,111,46,85,96,1,,143,58,26,14,15,3,96,83,68,49,6,38,36,38,3
Buenos Aires,LAPRIDA,Estatal,Rural,14,14,7,,7,,,,10,11,8,3,5,4,12,8,,1,,7,6,5,5,4,3,2,2,5,5,,,,,,,,,,,,,,,,3,8,3,2,2,,,,2,1,8,4,,,,,
Buenos Aires,LAPRIDA,Estatal,Urbano,19,19,17,,2,,,,17,16,6,2,13,12,17,12,,1,2,14,6,8,8,,2,4,6,3,2,,1,1,10,1,1,7,1,2,1,11,2,4,3,2,5,11,3,7,6,,,1,5,4,14,10,,,,,
Buenos Aires,LAS FLORES,Estatal,Rural,37,37,27,1,10,,,,28,32,18,7,21,18,29,20,,6,1,18,14,5,8,5,3,3,4,7,1,,,3,1,,,1,3,1,,4,2,2,1,1,25,6,6,6,5,,,1,7,1,18,6,,,,,
Buenos Aires,LAS FLORES,Estatal,Urbano,23,23,23,,,,,,21,21,11,1,10,13,19,13,,5,1,20,11,4,6,1,,1,1,5,4,,1,6,10,3,2,9,,3,,16,8,8,6,3,14,7,2,8,7,,,1,5,3,16,11,,,,,
Buenos Aires,LAS FLORES,Privado,Urbano,5,5,5,,,,,,5,4,3,3,4,4,5,4,,,,5,,,,,,1,,1,,,,,5,1,,4,,1,,5,4,2,5,2,,2,3,5,3,1,,1,2,2,4,1,,1,1,2,
Buenos Aires,LEANDRO N. ALEM,Estatal,Rural,16,16,15,,,,,1,11,11,6,4,10,7,14,7,,1,,10,3,3,4,2,3,4,3,3,4,,,9,2,2,1,4,4,,1,9,9,2,4,1,10,3,3,9,8,,,1,5,,9,5,,,,,
Buenos Aires,LEANDRO N. ALEM,Estatal,Urbano,17,17,17,,,,,,16,14,5,,11,13,16,7,,2,,16,8,7,8,1,,8,8,3,4,,1,11,6,4,3,5,1,8,1,17,6,10,4,4,11,5,1,8,5,1,,2,9,7,15,13,,,,,
Buenos Aires,LEZAMA,Estatal,Rural,10,10,10,,,,,,6,6,3,3,6,5,10,6,,1,,4,7,,,,,,,1,,,,2,,,,1,1,,,,2,,1,,2,5,3,3,3,,,,1,,1,1,,,,,
Buenos Aires,LINCOLN,Estatal,Rural,51,51,50,,,,,1,34,34,19,8,26,26,40,21,,6,1,25,19,7,7,1,2,8,8,6,5,,,8,14,4,,10,5,4,1,19,16,11,8,4,13,22,16,12,11,,,1,11,4,29,13,,,,,
Buenos Aires,LINCOLN,Estatal,Urbano,27,27,26,,,,,1,19,25,15,7,17,17,25,13,,5,3,23,9,11,7,7,3,8,9,9,5,,1,12,11,2,1,17,2,2,3,23,13,11,9,5,12,12,3,14,12,1,,1,12,4,23,16,,,,,
Buenos Aires,LINCOLN,Privado,Urbano,14,14,14,,,,,,12,10,10,4,8,10,13,7,,4,,13,1,4,4,,2,2,2,1,2,,1,1,13,2,,11,1,1,1,14,11,6,8,5,1,1,12,8,2,5,1,,5,4,9,7,,3,4,4,1
Buenos Aires,LOBERIA,Estatal,Rural,36,36,31,2,1,,,2,28,26,14,4,18,17,32,16,,5,2,17,16,4,6,2,1,3,3,3,1,,1,11,3,6,,5,2,2,1,10,13,5,6,5,21,8,7,16,14,,,2,11,3,19,7,,,,,
Buenos Aires,LOBERIA,Estatal,Urbano,20,20,20,,,,,,14,15,10,4,14,13,16,6,,3,1,14,12,3,8,1,2,6,6,4,1,,,3,11,3,1,8,2,1,1,14,11,6,4,3,10,8,2,12,10,1,,1,5,5,16,12,,,,,
Buenos Aires,LOBOS,Estatal,Rural,35,35,35,1,,,,,24,28,14,10,18,19,26,14,,9,3,25,17,3,5,1,2,3,1,2,,,1,10,16,1,1,12,7,7,,20,25,4,8,3,6,23,6,17,14,,,3,11,1,14,4,,,,,
Buenos Aires,LOBOS,Estatal,Urbano,38,38,38,,,,,,29,24,11,7,23,20,29,15,,7,1,29,15,11,8,1,2,10,8,4,2,,2,3,27,1,2,19,2,2,4,26,19,11,10,3,6,16,16,18,15,,,3,8,4,25,20,,,,,
Buenos Aires,LOBOS,Privado,Urbano,8,8,8,,,,,,7,7,5,5,7,7,8,4,,1,,8,,,,,,,,,,,,,7,1,3,2,1,1,1,7,4,3,6,5,,3,5,8,3,2,2,1,6,5,6,5,1,1,2,2,
Buenos Aires,LOMAS DE ZAMORA,Estatal,Urbano,290,285,285,,,,,,241,252,121,58,168,181,265,118,,17,10,256,79,86,59,9,9,48,51,41,27,,5,189,43,34,8,150,15,20,33,229,128,97,73,33,105,49,131,100,75,4,3,18,73,48,240,178,,,,,
Buenos Aires,LOMAS DE ZAMORA,Privado,Urbano,256,245,244,18,1,,,2,204,206,159,150,199,179,239,129,,46,9,224,50,33,31,8,22,44,35,23,20,,5,2,237,73,21,174,12,14,36,238,159,70,136,141,2,,243,117,34,51,26,6,151,137,118,81,7,61,58,66,6
Buenos Aires,LUJAN,Estatal,Rural,28,28,28,,,,,,21,23,12,5,12,14,21,12,,1,,19,6,4,5,1,1,1,1,2,1,,,7,6,4,2,3,4,1,1,13,3,2,,,20,4,4,6,6,,,,6,3,18,12,,,,,
Buenos Aires,LUJAN,Estatal,Urbano,68,67,66,,,,,1,53,58,29,10,38,45,61,26,,5,2,57,24,22,18,1,1,14,19,9,4,,1,45,10,18,8,29,2,8,2,55,33,28,25,10,46,12,9,29,26,,1,2,18,11,55,44,,,,,
Buenos Aires,LUJAN,Privado,Urbano,48,41,41,1,,,,,31,34,28,24,29,27,39,25,,4,5,40,11,6,12,9,8,11,9,9,11,,1,1,39,17,5,28,5,4,7,39,32,17,25,20,1,,40,18,4,10,4,,23,20,27,20,1,8,7,8,2
Buenos Aires,MAGDALENA,Estatal,Rural,31,29,28,2,2,,,,20,14,7,2,9,12,26,8,,4,1,14,3,1,,,,1,3,1,1,,1,3,21,,,11,9,2,2,17,20,5,8,1,14,9,6,5,5,,,,2,,14,6,,,,,
Buenos Aires,MAGDALENA,Estatal,Urbano,24,23,23,1,,,,,18,18,11,2,9,10,17,7,,1,2,16,3,4,4,1,1,3,2,5,1,,,3,19,2,1,17,3,3,,20,17,13,9,4,13,4,6,6,5,,1,,8,6,20,13,,,,,
Buenos Aires,MAIPU,Estatal,Rural,15,15,13,2,2,,,,8,9,7,1,9,5,11,6,,,,9,3,3,2,,1,2,1,,1,,,1,2,,,,3,,,1,3,,,,6,5,4,2,2,,,,3,,7,3,,,,,
